FID,longitude,latitude,data_hora_gmt,satelite,municipio,estado,pais,geom
focos_ams_ontem_hoje_ref.897514d8-7996-37e0-b924-5df8e88573ff,-47.55614,-8.4595,2022-05-19T17:05:00,AQUA_M-T,GOIATINS,TOCANTINS,Brasil,POINT (-8.4595 -47.55614)
focos_ams_ontem_hoje_ref.77b10cf8-649d-3a1c-bb33-e9d02ddfb941,-50.20912,-8.48289,2022-05-19T17:05:00,AQUA_M-T,SANTA MARIA DAS BARREIRAS,PARÁ,Brasil,POINT (-8.48289 -50.20912)
focos_ams_ontem_hoje_ref.35dac4e7-7724-3ea7-879c-7f69811dabc3,-49.3098,-8.53658,2022-05-19T17:05:00,AQUA_M-T,COUTO MAGALHÃES,TOCANTINS,Brasil,POINT (-8.53658 -49.3098)
focos_ams_ontem_hoje_ref.c8b73729-e1fb-3a59-a6b5-101631afb51e,-49.31897,-8.53792,2022-05-19T17:05:00,AQUA_M-T,COUTO MAGALHÃES,TOCANTINS,Brasil,POINT (-8.53792 -49.31897)
focos_ams_ontem_hoje_ref.221c1797-d290-38f2-ba2f-82820383363d,-47.56678,-8.46112,2022-05-19T17:05:00,AQUA_M-T,ITACAJÁ,TOCANTINS,Brasil,POINT (-8.46112 -47.56678)
focos_ams_ontem_hoje_ref.15b28365-091e-3c55-b365-0efb02998c81,-46.6903,-8.62496,2022-05-19T17:05:00,AQUA_M-T,BALSAS,MARANHÃO,Brasil,POINT (-8.62496 -46.6903)
focos_ams_ontem_hoje_ref.8fd18b75-8f48-34b1-8c6e-92748fc46b5d,-46.70232,-8.6268,2022-05-19T17:05:00,AQUA_M-T,BALSAS,MARANHÃO,Brasil,POINT (-8.6268 -46.70232)
focos_ams_ontem_hoje_ref.1ef28e34-537f-394b-a51a-b36bd0442ce1,-47.98929,-8.74786,2022-05-19T17:05:00,AQUA_M-T,SANTA MARIA DO TOCANTINS,TOCANTINS,Brasil,POINT (-8.74786 -47.98929)
focos_ams_ontem_hoje_ref.c3b1019b-9f4d-3809-9b7e-55846cc3c307,-52.57522,-10.12997,2022-05-19T17:05:00,AQUA_M-T,SANTA CRUZ DO XINGU,MATO GROSSO,Brasil,POINT (-10.12997 -52.57522)
focos_ams_ontem_hoje_ref.db39c738-19af-300d-92d9-d5a5e4457c2e,-50.11126,-8.85523,2022-05-19T17:05:00,AQUA_M-T,SANTA MARIA DAS BARREIRAS,PARÁ,Brasil,POINT (-8.85523 -50.11126)
focos_ams_ontem_hoje_ref.873fffb8-4d62-3f44-9454-31cde041f530,-49.43781,-8.78546,2022-05-19T17:05:00,AQUA_M-T,ARAGUACEMA,TOCANTINS,Brasil,POINT (-8.78546 -49.43781)
focos_ams_ontem_hoje_ref.859c707a-f534-378f-83d7-7251fdaaf652,-50.12027,-8.85652,2022-05-19T17:05:00,AQUA_M-T,SANTA MARIA DAS BARREIRAS,PARÁ,Brasil,POINT (-8.85652 -50.12027)
focos_ams_ontem_hoje_ref.a2a5de01-8261-3279-862a-6bee30259420,-49.96178,-8.87031,2022-05-19T17:05:00,AQUA_M-T,SANTA MARIA DAS BARREIRAS,PARÁ,Brasil,POINT (-8.87031 -49.96178)
focos_ams_ontem_hoje_ref.1107ee50-c0a4-311f-96ce-28692a27c63e,-49.91776,-8.87426,2022-05-19T17:05:00,AQUA_M-T,SANTA MARIA DAS BARREIRAS,PARÁ,Brasil,POINT (-8.87426 -49.91776)
focos_ams_ontem_hoje_ref.47911df9-fb5d-36f6-b785-f3902bc28c03,-49.92678,-8.87556,2022-05-19T17:05:00,AQUA_M-T,SANTA MARIA DAS BARREIRAS,PARÁ,Brasil,POINT (-8.87556 -49.92678)
focos_ams_ontem_hoje_ref.7083d510-61a4-314a-be47-0344c2479fd7,-46.74895,-8.90934,2022-05-19T17:05:00,AQUA_M-T,BALSAS,MARANHÃO,Brasil,POINT (-8.90934 -46.74895)
focos_ams_ontem_hoje_ref.d10eff4c-e66b-334c-a05f-1d8ed268cd3f,-47.3663,-8.91182,2022-05-19T17:05:00,AQUA_M-T,CENTENÁRIO,TOCANTINS,Brasil,POINT (-8.91182 -47.3663)
focos_ams_ontem_hoje_ref.b1b434bb-9129-376a-b0e2-b22cf50e1dbc,-49.63528,-9.16385,2022-05-19T17:05:00,AQUA_M-T,ARAGUACEMA,TOCANTINS,Brasil,POINT (-9.16385 -49.63528)
focos_ams_ontem_hoje_ref.97d44997-3bbd-3916-8e02-f6b41f0181e4,-46.44416,-8.9236,2022-05-19T17:05:00,AQUA_M-T,ALTO PARNAÍBA,MARANHÃO,Brasil,POINT (-8.9236 -46.44416)
focos_ams_ontem_hoje_ref.930efdda-4644-3840-b370-2b2bf94615fc,-50.85784,-9.10894,2022-05-19T17:05:00,AQUA_M-T,SANTANA DO ARAGUAIA,PARÁ,Brasil,POINT (-9.10894 -50.85784)
focos_ams_ontem_hoje_ref.f51cf7b7-b015-33cf-bec5-4977fafcd3a7,-49.64433,-9.16516,2022-05-19T17:05:00,AQUA_M-T,ARAGUACEMA,TOCANTINS,Brasil,POINT (-9.16516 -49.64433)
focos_ams_ontem_hoje_ref.899ebf07-3c07-3ade-b97e-dee8bf123dc9,-47.82516,-9.2039,2022-05-19T17:05:00,AQUA_M-T,PEDRO AFONSO,TOCANTINS,Brasil,POINT (-9.2039 -47.82516)
focos_ams_ontem_hoje_ref.e729d825-6f6d-3bb9-861c-9116bf706ff8,-47.83532,-9.2054,2022-05-19T17:05:00,AQUA_M-T,PEDRO AFONSO,TOCANTINS,Brasil,POINT (-9.2054 -47.83532)
focos_ams_ontem_hoje_ref.0e2e2d53-498c-34eb-ad9c-013cc0f7d618,-50.53557,-9.22929,2022-05-19T17:05:00,AQUA_M-T,SANTANA DO ARAGUAIA,PARÁ,Brasil,POINT (-9.22929 -50.53557)
focos_ams_ontem_hoje_ref.e84aaf25-a807-3731-83f3-49143659cd31,-49.92906,-9.25314,2022-05-19T17:05:00,AQUA_M-T,CASEARA,TOCANTINS,Brasil,POINT (-9.25314 -49.92906)
focos_ams_ontem_hoje_ref.891524c7-0d1a-3cd4-8821-2db777de0959,-48.37711,-9.33869,2022-05-19T17:05:00,AQUA_M-T,MIRACEMA DO TOCANTINS,TOCANTINS,Brasil,POINT (-9.33869 -48.37711)
focos_ams_ontem_hoje_ref.641fc6f7-2e37-31c7-8520-081d25cfb4b7,-52.17229,-10.06477,2022-05-19T17:05:00,AQUA_M-T,SANTA CRUZ DO XINGU,MATO GROSSO,Brasil,POINT (-10.06477 -52.17229)
focos_ams_ontem_hoje_ref.e3b9a291-c636-3209-9f1d-f0f7f23f7db1,-49.20845,-10.04997,2022-05-19T17:05:00,AQUA_M-T,MONTE SANTO DO TOCANTINS,TOCANTINS,Brasil,POINT (-10.04997 -49.20845)
focos_ams_ontem_hoje_ref.ec4a25df-9cb7-3ea4-80bc-cb444e1a76b6,-49.21759,-10.05129,2022-05-19T17:05:00,AQUA_M-T,MONTE SANTO DO TOCANTINS,TOCANTINS,Brasil,POINT (-10.05129 -49.21759)
focos_ams_ontem_hoje_ref.05ade55c-5980-338e-ae97-18c71b2e08ed,-47.73594,-10.05305,2022-05-19T17:05:00,AQUA_M-T,NOVO ACORDO,TOCANTINS,Brasil,POINT (-10.05305 -47.73594)
focos_ams_ontem_hoje_ref.7121f681-6c7c-343b-b34a-b0f7fd87ef36,-47.74607,-10.05458,2022-05-19T17:05:00,AQUA_M-T,NOVO ACORDO,TOCANTINS,Brasil,POINT (-10.05458 -47.74607)
focos_ams_ontem_hoje_ref.e636b785-9af6-34f6-9c05-81af4aa0d9d8,-47.73448,-10.0625,2022-05-19T17:05:00,AQUA_M-T,NOVO ACORDO,TOCANTINS,Brasil,POINT (-10.0625 -47.73448)
focos_ams_ontem_hoje_ref.cc2b2190-53f9-3998-af1e-9c4d1bd80c33,-47.91479,-9.72124,2022-05-19T17:05:00,AQUA_M-T,TOCANTÍNIA,TOCANTINS,Brasil,POINT (-9.72124 -47.91479)
focos_ams_ontem_hoje_ref.6c4c1443-b228-3986-aa05-746797ce5e1e,-47.21382,-9.74662,2022-05-19T17:05:00,AQUA_M-T,RIO SONO,TOCANTINS,Brasil,POINT (-9.74662 -47.21382)
focos_ams_ontem_hoje_ref.88a52ec1-9412-313b-b0e7-6ab4b2c9dd5c,-46.11848,-9.77198,2022-05-19T17:05:00,AQUA_M-T,ALTO PARNAÍBA,MARANHÃO,Brasil,POINT (-9.77198 -46.11848)
focos_ams_ontem_hoje_ref.aaa43daf-d8cd-3fd8-8803-0b5603890df2,-50.37813,-9.82274,2022-05-19T17:05:00,AQUA_M-T,SANTANA DO ARAGUAIA,PARÁ,Brasil,POINT (-9.82274 -50.37813)
focos_ams_ontem_hoje_ref.09122eda-a18e-3f56-87c4-cdfee2b04c93,-50.38722,-9.82403,2022-05-19T17:05:00,AQUA_M-T,SANTANA DO ARAGUAIA,PARÁ,Brasil,POINT (-9.82403 -50.38722)
focos_ams_ontem_hoje_ref.6799a314-7f62-3db0-a10b-82b4ee55bad4,-50.3859,-9.83302,2022-05-19T17:05:00,AQUA_M-T,SANTA TEREZINHA,MATO GROSSO,Brasil,POINT (-9.83302 -50.3859)
focos_ams_ontem_hoje_ref.9a077e5c-8987-316e-a500-18cb97e5b079,-47.48335,-9.86007,2022-05-19T17:05:00,AQUA_M-T,RIO SONO,TOCANTINS,Brasil,POINT (-9.86007 -47.48335)
focos_ams_ontem_hoje_ref.853c8d9b-be75-31f3-8c92-a182a758be90,-47.49379,-9.86164,2022-05-19T17:05:00,AQUA_M-T,RIO SONO,TOCANTINS,Brasil,POINT (-9.86164 -47.49379)
focos_ams_ontem_hoje_ref.07cee343-5d99-35cb-98c3-6766aebd53ce,-48.47335,-9.94284,2022-05-19T17:05:00,AQUA_M-T,MIRACEMA DO TOCANTINS,TOCANTINS,Brasil,POINT (-9.94284 -48.47335)
focos_ams_ontem_hoje_ref.906887d0-04e9-38c1-be25-73a2a3ce463a,-48.48284,-9.94423,2022-05-19T17:05:00,AQUA_M-T,MIRACEMA DO TOCANTINS,TOCANTINS,Brasil,POINT (-9.94423 -48.48284)
focos_ams_ontem_hoje_ref.42293489-224e-3398-8be1-e5ff06d2de05,-47.04049,-9.94717,2022-05-19T17:05:00,AQUA_M-T,LIZARDA,TOCANTINS,Brasil,POINT (-9.94717 -47.04049)
focos_ams_ontem_hoje_ref.11066b9b-caf6-30a4-bb9e-02e202b1303b,-48.09063,-9.95079,2022-05-19T17:05:00,AQUA_M-T,APARECIDA DO RIO NEGRO,TOCANTINS,Brasil,POINT (-9.95079 -48.09063)
focos_ams_ontem_hoje_ref.e63b8056-c947-3742-91ba-157c4e19d7f6,-45.09816,-8.50264,2022-05-19T17:05:00,AQUA_M-T,BAIXA GRANDE DO RIBEIRO,PIAUÍ,Brasil,POINT (-8.50264 -45.09816)
